100000,57411,,,,,67890,98765
99997,77328,0,,,,,
99996,35066,0,,,,,
99990,97950,0,,,,,
99989,98376,0,,,,,
99987,90902,0,,,,,
99986,3572,0,,,,,
99986,62514,58942,,,,,
99957,21682,0,,,,,
99946,42254,0,,,,,
99946,96293,54039,,,,,
99941,37505,0,,,,,
99932,46503,0,,,,,
99932,80079,33576,,,,,
99931,6551,0,,,,,
99908,64939,0,,,,,
99905,42860,0,,,,,
99902,58763,0,,,,,
99893,50339,0,,,,,
99870,90264,0,,,,,
99860,64802,0,,,,,
99849,83361,0,,,,,
99845,77551,0,,,,,
99845,92605,15054,,,,,
99840,1328,0,,,,,
99824,56066,0,,,,,
99805,1116,0,,,,,
99804,73323,0,,,,,
99800,72539,0,,,,,
99799,88865,0,,,,,
99798,22661,0,,,,,
99789,55280,0,,,,,
99786,2193,0,,,,,
99781,38358,0,,,,,
99772,53968,0,,,,,
99763,86684,0,,,,,
99746,40516,0,,,,,
99742,65536,0,,,,,
99737,21145,0,,,,,
99719,25042,0,,,,,
99715,59400,0,,,,,
99708,75782,0,,,,,
99683,86110,0,,,,,
99682,23642,0,,,,,
99664,45506,0,,,,,
99647,18945,0,,,,,
99646,37326,0,,,,,
99641,17029,0,,,,,
99641,88050,71021,,,,,
99639,26600,0,,,,,
99638,19673,0,,,,,
99638,57955,38282,,,,,
99631,2334,0,,,,,
99623,351,0,,,,,
99618,35616,0,,,,,
99610,8317,0,,,,,
99605,68894,0,,,,,
99598,62915,0,,,,,
99579,60928,0,,,,,
99569,80326,0,,,,,
99548,47163,0,,,,,
99533,61560,0,,,,,
99533,72616,11056,,,,,
99484,21709,0,,,,,
99475,46410,0,,,,,
99471,66636,0,,,,,
99456,39384,0,,,,,
99445,93188,0,,,,,
99442,87671,0,,,,,
99438,55129,0,,,,,
99436,79306,0,,,,,
99433,29883,0,,,,,
99415,9321,0,,,,,
99405,40557,0,,,,,
99396,2760,0,,,,,
99394,78635,0,,,,,
99391,84143,0,,,,,
99388,87319,0,,,,,
99384,1701,0,,,,,
99382,27886,0,,,,,
99379,19811,0,,,,,
99368,66339,0,,,,,
99362,30763,0,,,,,
99360,86509,0,,,,,
99350,34751,0,,,,,
99348,87,0,,,,,
99346,71380,0,,,,,
99333,7515,0,,,,,
99327,26183,0,,,,,
99325,38930,0,,,,,
99322,86923,0,,,,,
99306,35750,0,,,,,
99305,29306,0,,,,,
99303,75510,0,,,,,
99296,71726,0,,,,,
99287,26191,0,,,,,
99279,12816,0,,,,,
99273,6890,0,,,,,
99252,32003,0,,,,,
99238,8394,0,,,,,
99232,30513,0,,,,,
99231,41859,0,,,,,
99210,2115,0,,,,,
99209,26480,0,,,,,
99195,33700,0,,,,,
99194,85676,0,,,,,
99192,20908,0,,,,,
99176,67826,0,,,,,
99175,62071,0,,,,,
99159,74417,0,,,,,
99153,15893,0,,,,,
99142,90062,0,,,,,
99119,48808,0,,,,,
99118,39182,0,,,,,
99095,94197,0,,,,,
99087,49550,0,,,,,
99068,39361,0,,,,,
99056,75370,0,,,,,
99034,90795,0,,,,,
99025,66422,0,,,,,
99023,87715,0,,,,,
99021,29466,0,,,,,
99020,99433,0,,,,,
99009,81067,0,,,,,
99000,94948,0,,,,,
98998,24607,0,,,,,
98996,40085,0,,,,,
98996,54386,14301,,,,,
98989,62070,0,,,,,
98955,44415,0,,,,,
98935,10898,0,,,,,
98934,21162,0,,,,,
98934,48029,26867,,,,,
98926,9718,0,,,,,
98911,43716,0,,,,,
98896,98960,0,,,,,
98873,10359,0,,,,,
98871,28629,0,,,,,
98868,34487,0,,,,,
98866,18528,0,,,,,
98855,69219,0,,,,,
98850,27637,0,,,,,
98849,99930,0,,,,,
98837,10282,0,,,,,
98834,6182,0,,,,,
98823,30776,0,,,,,
98816,58962,0,,,,,
98768,22218,0,,,,,
98762,84027,0,,,,,
98759,31319,0,,,,,
98746,69962,0,,,,,
98725,38340,0,,,,,
98713,47907,0,,,,,
98706,2870,0,,,,,
98692,6839,0,,,,,
98660,98753,0,,,,,
98659,50627,0,,,,,
98655,82647,0,,,,,
98645,83001,0,,,,,
98626,63681,0,,,,,
98612,34345,0,,,,,
98598,72878,0,,,,,
98578,65177,0,,,,,
98577,18550,0,,,,,
98571,73570,0,,,,,
98568,11177,0,,,,,
98567,373,0,,,,,
98566,95878,0,,,,,
98547,55120,0,,,,,
98546,72511,0,,,,,
98545,94139,0,,,,,
98542,68614,0,,,,,
98541,43392,0,,,,,
98532,1042,0,,,,,
98532,32233,31191,,,,,
98527,17760,0,,,,,
98518,38705,0,,,,,
98495,52025,0,,,,,
98493,60507,0,,,,,
98491,53301,0,,,,,
98450,33487,0,,,,,
98444,83454,0,,,,,
98443,99640,0,,,,,
98437,93969,0,,,,,
98435,64719,0,,,,,
98420,15090,0,,,,,
98416,74973,0,,,,,
98385,13049,0,,,,,
98385,55980,42931,,,,,
98382,24268,0,,,,,
98379,44298,0,,,,,
98347,23940,0,,,,,
98330,2784,0,,,,,
98330,7893,5109,,,,,
98329,8115,0,,,,,
98329,29240,21125,,,,,
98324,65315,0,,,,,
98283,26644,0,,,,,
98283,75150,48506,,,,,
98283,77096,1946,,,,,
98271,29132,0,,,,,
98263,11223,0,,,,,
98245,52534,0,,,,,
98236,55509,0,,,,,
98225,14739,0,,,,,
98225,40488,25749,,,,,
98211,53886,0,,,,,
98192,74684,0,,,,,
98191,34450,0,,,,,
98175,24734,0,,,,,
98164,79848,0,,,,,
98146,68362,0,,,,,
98138,11600,0,,,,,
98101,19966,0,,,,,
98091,63862,0,,,,,
98040,4628,0,,,,,
98039,71069,0,,,,,
98033,52923,0,,,,,
98030,39953,0,,,,,
98028,96332,0,,,,,
98012,73104,0,,,,,
97987,21861,0,,,,,
97985,12417,0,,,,,
97968,90194,0,,,,,
97963,22451,0,,,,,
97962,682,0,,,,,
97941,4754,0,,,,,
97933,45377,0,,,,,
97929,14329,0,,,,,
97925,84829,0,,,,,
97925,93094,8265,,,,,
97911,65960,0,,,,,
97907,73417,0,,,,,
97901,38846,0,,,,,
97897,456,0,,,,,
97884,66090,0,,,,,
97876,15342,0,,,,,
97867,65586,0,,,,,
97855,747,0,,,,,
97848,32728,0,,,,,
97837,77117,0,,,,,
97829,93947,0,,,,,
97825,68692,0,,,,,
97822,85064,0,,,,,
97746,70994,0,,,,,
97735,86055,0,,,,,
97732,26889,0,,,,,
97722,85381,0,,,,,
97716,59099,0,,,,,
97714,62351,0,,,,,
97706,1065,0,,,,,
97698,56215,0,,,,,
97690,69323,0,,,,,
97688,2039,0,,,,,
97639,81543,0,,,,,
97595,84066,0,,,,,
97588,49240,0,,,,,
97575,65616,0,,,,,
97573,32090,0,,,,,
97563,16459,0,,,,,
97551,35311,0,,,,,
97541,96857,0,,,,,
97535,53078,0,,,,,
97531,72821,0,,,,,
97529,19649,0,,,,,
97525,11576,0,,,,,
97524,97990,0,,,,,
97515,31193,0,,,,,
97506,32335,0,,,,,
97502,19503,0,,,,,
97478,477,0,,,,,
97470,78096,0,,,,,
97438,10984,0,,,,,
97436,20003,0,,,,,
97434,47732,0,,,,,
97432,33895,0,,,,,
97431,37778,0,,,,,
97415,5643,0,,,,,
97412,57932,0,,,,,
97390,68437,0,,,,,
97388,18339,0,,,,,
97384,18280,0,,,,,
97383,83765,0,,,,,
97380,94612,0,,,,,
97372,71384,0,,,,,
97368,73631,0,,,,,
97359,24035,0,,,,,
97355,37963,0,,,,,
97346,2136,0,,,,,
97326,24111,0,,,,,
97288,65675,0,,,,,
97274,86752,0,,,,,
97271,35568,0,,,,,
97270,88851,0,,,,,
97258,69536,0,,,,,
97255,42073,0,,,,,
97251,33362,0,,,,,
97240,24984,0,,,,,
97235,39562,0,,,,,
97232,67803,0,,,,,
97197,24141,0,,,,,
97192,70532,0,,,,,
97191,11511,0,,,,,
97176,68951,0,,,,,
97165,24659,0,,,,,
97138,83064,0,,,,,
97126,16541,0,,,,,
97125,55906,0,,,,,
97113,53705,0,,,,,
97103,99785,0,,,,,
97102,85835,0,,,,,
97089,66493,0,,,,,
97088,92917,0,,,,,
97080,8588,0,,,,,
97045,49414,0,,,,,
97044,79949,0,,,,,
97035,82543,0,,,,,
97005,93025,0,,,,,
97001,85906,0,,,,,
96997,74909,0,,,,,
96997,97155,22246,,,,,
96996,2654,0,,,,,
96988,56359,0,,,,,
96975,63698,0,,,,,
96970,82941,0,,,,,
96970,97831,14890,,,,,
96967,30000,0,,,,,
96965,32167,0,,,,,
96940,4572,0,,,,,
96935,79024,0,,,,,
96932,90947,0,,,,,
96928,34631,0,,,,,
96926,11987,0,,,,,
96890,54656,0,,,,,
96888,66930,0,,,,,
96882,79307,0,,,,,
96862,47597,0,,,,,
96844,24455,0,,,,,
96831,56934,0,,,,,
96823,36139,0,,,,,
96818,31848,0,,,,,
96787,42278,0,,,,,
96781,4941,0,,,,,
96772,45775,0,,,,,
96769,9810,0,,,,,
96767,4966,0,,,,,
96752,28410,0,,,,,
96743,2142,0,,,,,
96740,2914,0,,,,,
96731,90677,0,,,,,
96725,41839,0,,,,,
96722,76187,0,,,,,
96716,93434,0,,,,,
96710,47901,0,,,,,
96706,19256,0,,,,,
96692,49803,0,,,,,
96684,10131,0,,,,,
96682,7527,0,,,,,
96668,12336,0,,,,,
96644,53091,0,,,,,
96630,8080,0,,,,,
96629,89467,0,,,,,
96615,86963,0,,,,,
96610,8680,0,,,,,
96581,53754,0,,,,,
96574,80330,0,,,,,
