9998,27603173,9998,,
9997,49865223,9997,,
9997,22262050,0,33246829,
9996,,9996,9931,"3310,33333333333"
9994,,9994,6620,
9989,,0,,
9989,,9989,,
9987,,9987,,
9984,,0,,
9984,,9984,,
9984,,9984,,
9983,,0,,
9982,,9982,,
9982,,9982,,
9981,,0,,
9979,,9979,,
9976,,9976,,
9974,,0,,
9974,,9974,,
9974,,9974,,
9973,,0,,
9973,,9973,,
9972,,9972,,
9972,,0,,
9970,,9970,,
9970,,9970,,
9968,,0,,
9968,,9968,,
9968,,9968,,
9968,,0,,
9967,,9967,,
9967,,9967,,
9965,,0,,
9965,,9965,,
9964,,9964,,
9963,,0,,
9963,,9963,,
9963,,9963,,
9963,,0,,
9960,,9960,,
9960,,9960,,
9959,,0,,
9958,,9958,,
9957,,9957,,
9956,,0,,
9956,,9956,,
9954,,9954,,
9953,,0,,
9953,,9953,,
9952,,9952,,
9952,,0,,
9951,,9951,,
9951,,9951,,
9950,,0,,
9950,,9950,,
9949,,9949,,
9948,,0,,
9948,,9948,,
9947,,9947,,
9946,,0,,
9945,,9945,,
9945,,9945,,
9945,,0,,
9945,,9945,,
9944,,9944,,
9942,,0,,
9940,,9940,,
9937,,9937,,
9937,,0,,
9936,,9936,,
9934,,9934,,
9934,,0,,
9934,,9934,,
9933,,9933,,
9932,,0,,
9931,,9931,,
9931,,9931,,
9930,,0,,
9930,,9930,,
9929,,9929,,
9926,,0,,
9924,,9924,,
9923,,9923,,
9923,,0,,
9921,,9921,,
9919,,9919,,
9918,,0,,
9917,,9917,,
9917,,9917,,
9916,,0,,
9916,,9916,,
9912,,9912,,
9911,,0,,
9911,,9911,,
9910,,9910,,
9901,,0,,
9901,,9901,,
9901,,9901,,
9900,,0,,
9898,,9898,,
9898,,9898,,
9898,,0,,
9897,,9897,,
9896,,9896,,
9894,,0,,
9894,,9894,,
9894,,9894,,
9894,,0,,
9894,,9894,,
9893,,9893,,
9892,,0,,
9892,,9892,,
9890,,9890,,
9888,,0,,
9888,,9888,,
9883,,9883,,
9883,,0,,
9880,,9880,,
9880,,9880,,
9879,,0,,
9879,,9879,,
9879,,9879,,
9879,,0,,
9877,,9877,,
9876,,9876,,
9876,,0,,
9876,,9876,,
9876,,9876,,
9875,,0,,
9875,,9875,,
9875,,9875,,
9874,,0,,
9873,,9873,,
9872,,9872,,
9871,,0,,
9870,,9870,,
9870,,9870,,
9868,,0,,
9868,,9868,,
9867,,9867,,
9861,,0,,
9861,,9861,,
9858,,9858,,
9856,,0,,
9854,,9854,,
9854,,9854,,
9853,,0,,
9852,,9852,,
9851,,9851,,
9847,,0,,
9846,,9846,,
9846,,9846,,
9845,,0,,
9844,,9844,,
9844,,9844,,
9842,,0,,
9842,,9842,,
9840,,9840,,
9840,,0,,
9839,,9839,,
9838,,9838,,
9835,,0,,
9835,,9835,,
9833,,9833,,
9833,,0,,
9831,,9831,,
9830,,9830,,
9829,,0,,
9829,,9829,,
9827,,9827,,
9827,,0,,
9827,,9827,,
9825,,9825,,
9825,,0,,
9825,,9825,,
9822,,9822,,
9822,,0,,
9821,,9821,,
9820,,9820,,
9819,,0,,
9818,,9818,,
9816,,9816,,
9814,,0,,
9813,,9813,,
9813,,9813,,
9810,,0,,
9810,,9810,,
9809,,9809,,
9808,,0,,
9807,,9807,,
9806,,9806,,
9806,,0,,
9805,,9805,,
9802,,9802,,
9802,,0,,
9798,,9798,,
9797,,9797,,
9796,,0,,
9795,,9795,,
9795,,9795,,
9794,,0,,
9794,,9794,,
9793,,9793,,
9786,,0,,
9784,,9784,,
9784,,9784,,
9783,,0,,
9783,,9783,,
9782,,9782,,
9780,,0,,
9780,,9780,,
9779,,9779,,
9779,,0,,
9779,,9779,,
9775,,9775,,
9775,,0,,
9773,,9773,,
9773,,9773,,
9772,,0,,
9770,,9770,,
9766,,9766,,
9765,,0,,
9758,,9758,,
9757,,9757,,
9757,,0,,
9757,,9757,,
9756,,9756,,
9755,,0,,
9755,,9755,,
9755,,9755,,
9753,,0,,
9753,,9753,,
9752,,9752,,
9752,,0,,
9751,,9751,,
9751,,9751,,
9749,,0,,
9748,,9748,,
9748,,9748,,
9748,,0,,
9748,,9748,,
9747,,9747,,
9746,,0,,
9746,,9746,,
9746,,9746,,
9745,,0,,
9742,,9742,,
9739,,9739,,
9739,,0,,
9738,,9738,,
9738,,9738,,
9736,,0,,
9735,,9735,,
9734,,9734,,
9732,,0,,
9729,,9729,,
9723,,9723,,
9722,,0,,
9722,,9722,,
9721,,9721,,
9721,,0,,
9719,,9719,,
9719,,9719,,
9719,,0,,
9719,,9719,,
9715,,9715,,
9715,,0,,
9715,,9715,,
9714,,9714,,
9713,,0,,
9712,,9712,,
9710,,9710,,
9710,,0,,
9709,,9709,,
9707,,9707,,
9706,,0,,
9706,,9706,,
9706,,9706,,
9705,,0,,
9705,,9705,,
9701,,9701,,
9700,,0,,
9700,,9700,,
9698,,9698,,
9695,,0,,
9694,,9694,,
9693,,9693,,
9690,,0,,
9689,,9689,,
9688,,9688,,
9685,,0,,
9685,,9685,,
9684,,9684,,
9684,,0,,
9683,,9683,,
9683,,9683,,
9683,,0,,
9682,,9682,,
9681,,9681,,
9679,,0,,
9678,,9678,,
9677,,9677,,
9676,,0,,
9676,,9676,,
9676,,9676,,
9675,,0,,
9674,,9674,,
9672,,9672,,
9671,,0,,
9671,,9671,,
9668,,9668,,
9668,,0,,
9667,,9667,,
9666,,9666,,
9665,,0,,
9665,,9665,,
9664,,9664,,
9663,,0,,
9663,,9663,,
9663,,9663,,
9662,,0,,
9662,,9662,,
9662,,9662,,
9662,,0,,
9661,,9661,,
9661,,9661,,
9660,,0,,
9659,,9659,,
9658,,9658,,
9658,,0,,
9658,,9658,,
9657,,9657,,
9656,,0,,
9654,,9654,,
9652,,9652,,
9650,,0,,
9649,,9649,,
9649,,9649,,
9648,,0,,
9647,,9647,,
9647,,9647,,
9647,,0,,
9647,,9647,,
9646,,9646,,
9646,,0,,
9646,,9646,,
9645,,9645,,
9644,,0,,
9644,,9644,,
9641,,9641,,
9640,,0,,
9639,,9639,,
9638,,9638,,
9638,,0,,
9637,,9637,,
9634,,9634,,
9633,,0,,
9633,,9633,,
9632,,9632,,
9629,,0,,
9626,,9626,,
9626,,9626,,
9625,,0,,
9625,,9625,,
9620,,9620,,
9620,,0,,
9619,,9619,,
9619,,9619,,
9617,,0,,
9617,,9617,,
9617,,9617,,
9616,,0,,
9616,,9616,,
9615,,9615,,
9613,,0,,
9612,,9612,,
9612,,9612,,
9610,,0,,
9610,,9610,,
9608,,9608,,
9607,,0,,
9606,,9606,,
9604,,9604,,
9602,,0,,
9599,,9599,,
9595,,9595,,
9595,,0,,
9595,,9595,,
9595,,9595,,
9594,,0,,
9593,,9593,,
9592,,9592,,
9592,,0,,
9591,,9591,,
9591,,9591,,
9590,,0,,
9589,,9589,,
9589,,9589,,
9585,,0,,
9583,,9583,,
9583,,9583,,
9583,,0,,
9582,,9582,,
9582,,9582,,
9581,,0,,
9580,,9580,,
9580,,9580,,
9578,,0,,
9576,,9576,,
9574,,9574,,
9573,,0,,
9572,,9572,,
9571,,9571,,
9569,,0,,
9569,,9569,,
9567,,9567,,
9567,,0,,
9566,,9566,,
9566,,9566,,
9566,,0,,
9565,,9565,,
9565,,9565,,
9564,,0,,
9563,,9563,,
9561,,9561,,
9559,,0,,
9558,,9558,,
9557,,9557,,
9557,,0,,
9557,,9557,,
9557,,9557,,
9556,,0,,
9555,,9555,,
9554,,9554,,
9554,,0,,
9553,,9553,,
9553,,9553,,
9553,,0,,
9553,,9553,,
9553,,9553,,
9552,,0,,
9552,,9552,,
9552,,9552,,
9548,,0,,
9547,,9547,,
9547,,9547,,
9546,,0,,
9546,,9546,,
9545,,9545,,
9545,,0,,
9544,,9544,,
9542,,9542,,
9541,,0,,
9541,,9541,,
9541,,9541,,
9539,,0,,
9537,,9537,,
9537,,9537,,
9535,,0,,
9534,,9534,,
9533,,9533,,
9533,,0,,
9530,,9530,,
9530,,9530,,
9528,,0,,
9526,,9526,,
9524,,9524,,
9524,,0,,
9523,,9523,,
9522,,9522,,
9521,,0,,
9520,,9520,,
9518,,9518,,
9517,,0,,
9516,,9516,,
9516,,9516,,
9516,,0,,
9516,,9516,,
9515,,9515,,
9514,,0,,
9512,,9512,,
9509,,9509,,
9508,,0,,
9506,,9506,,
9505,,9505,,
9505,,0,,
9504,,9504,,
9504,,9504,,
9502,,0,,
9499,,9499,,
9498,,9498,,
9497,,0,,
9497,,9497,,
9495,,9495,,
9493,,0,,
9489,,9489,,
9489,,9489,,
9489,,0,,
9489,,9489,,
9488,,9488,,
9487,,0,,
9487,,9487,,
9487,,9487,,
9486,,0,,
9486,,9486,,
9485,,9485,,
9482,,0,,
9479,,9479,,
9478,,9478,,
9478,,0,,
9477,,9477,,
